t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)
528,131	39,300	41,100	8,040E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,626E-1	3,584E-1	0,000E+0
529,130	39,300	41,100	8,040E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,626E-1	3,584E-1	0,000E+0
530,130	38,900	40,700	7,960E+1	0,000E+0	1,774E+2	1,770E+2	0,000E+0	3,575E-1	3,541E-1	0,000E+0
531,131	39,100	41,200	8,030E+1	0,000E+0	1,774E+2	1,774E+2	0,000E+0	3,600E-1	3,579E-1	0,000E+0
532,131	39,000	40,900	7,990E+1	0,000E+0	1,773E+2	1,774E+2	0,000E+0	3,590E-1	3,556E-1	0,000E+0
533,133	38,900	40,900	7,980E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,582E-1	3,555E-1	0,000E+0
534,133	39,000	41,100	8,010E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,598E-1	3,569E-1	0,000E+0
535,133	39,100	41,000	8,010E+1	0,000E+0	1,776E+2	1,773E+2	0,000E+0	3,601E-1	3,565E-1	0,000E+0
536,134	39,100	41,000	8,010E+1	0,000E+0	1,776E+2	1,773E+2	0,000E+0	3,601E-1	3,565E-1	0,000E+0
537,134	39,100	41,000	8,010E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,600E-1	3,570E-1	0,000E+0
538,135	38,900	41,200	8,010E+1	0,000E+0	1,772E+2	1,775E+2	0,000E+0	3,588E-1	3,571E-1	0,000E+0
539,134	38,900	40,800	7,970E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,584E-1	3,551E-1	0,000E+0
540,134	38,900	40,800	7,970E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,585E-1	3,557E-1	0,000E+0
541,135	39,200	41,000	8,020E+1	0,000E+0	1,775E+2	1,773E+2	0,000E+0	3,602E-1	3,566E-1	0,000E+0
542,135	39,000	41,100	8,010E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,600E-1	3,575E-1	0,000E+0
543,137	38,900	41,100	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,594E-1	3,570E-1	0,000E+0
544,137	38,900	41,100	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,594E-1	3,570E-1	0,000E+0
545,138	38,900	41,100	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,594E-1	3,570E-1	0,000E+0
546,138	38,900	41,100	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,594E-1	3,570E-1	0,000E+0
547,137	38,900	41,100	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,594E-1	3,570E-1	0,000E+0
548,137	38,900	41,100	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,594E-1	3,570E-1	0,000E+0
549,137	39,400	41,200	8,060E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,618E-1	3,580E-1	0,000E+0
550,137	39,400	41,200	8,060E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,618E-1	3,580E-1	0,000E+0
551,137	39,400	41,200	8,060E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,618E-1	3,580E-1	0,000E+0
552,137	39,400	41,200	8,060E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,618E-1	3,580E-1	0,000E+0
553,139	38,800	40,900	7,970E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,579E-1	3,555E-1	0,000E+0
554,138	38,800	40,900	7,970E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,579E-1	3,555E-1	0,000E+0
555,139	38,800	40,900	7,970E+1	0,000E+0	1,773E+2	1,775E+2	0,000E+0	3,575E-1	3,559E-1	0,000E+0
556,138	39,200	41,200	8,040E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,612E-1	3,579E-1	0,000E+0
557,138	39,200	41,200	8,040E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,612E-1	3,579E-1	0,000E+0
558,138	39,000	41,100	8,010E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,599E-1	3,569E-1	0,000E+0
559,138	39,000	40,700	7,970E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,585E-1	3,544E-1	0,000E+0
560,140	38,900	40,900	7,980E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,588E-1	3,555E-1	0,000E+0
561,139	39,000	40,900	7,990E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,585E-1	3,552E-1	0,000E+0
562,141	39,200	41,000	8,020E+1	0,000E+0	1,775E+2	1,773E+2	0,000E+0	3,608E-1	3,562E-1	0,000E+0
563,141	39,200	41,100	8,030E+1	0,000E+0	1,776E+2	1,773E+2	0,000E+0	3,608E-1	3,569E-1	0,000E+0
564,141	39,100	41,000	8,010E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,603E-1	3,570E-1	0,000E+0
565,141	39,100	41,000	8,010E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,603E-1	3,570E-1	0,000E+0
566,141	39,100	41,000	8,010E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,603E-1	3,570E-1	0,000E+0
567,142	39,200	41,200	8,040E+1	0,000E+0	1,776E+2	1,772E+2	0,000E+0	3,615E-1	3,581E-1	0,000E+0
568,142	39,200	41,200	8,040E+1	0,000E+0	1,776E+2	1,772E+2	0,000E+0	3,615E-1	3,581E-1	0,000E+0
569,143	39,200	41,200	8,040E+1	0,000E+0	1,776E+2	1,772E+2	0,000E+0	3,615E-1	3,581E-1	0,000E+0
570,142	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,606E-1	3,568E-1	0,000E+0
571,142	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,606E-1	3,568E-1	0,000E+0
572,143	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,606E-1	3,568E-1	0,000E+0
573,144	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,606E-1	3,568E-1	0,000E+0
574,145	39,000	40,800	7,980E+1	0,000E+0	1,774E+2	1,774E+2	0,000E+0	3,584E-1	3,548E-1	0,000E+0
575,144	39,000	40,800	7,980E+1	0,000E+0	1,774E+2	1,774E+2	0,000E+0	3,584E-1	3,548E-1	0,000E+0
576,145	39,000	40,800	7,980E+1	0,000E+0	1,776E+2	1,772E+2	0,000E+0	3,581E-1	3,542E-1	0,000E+0
577,145	39,000	40,800	7,980E+1	0,000E+0	1,776E+2	1,772E+2	0,000E+0	3,581E-1	3,542E-1	0,000E+0
578,145	39,000	41,200	8,020E+1	0,000E+0	1,774E+2	1,775E+2	0,000E+0	3,601E-1	3,578E-1	0,000E+0
579,145	39,100	41,000	8,010E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,596E-1	3,560E-1	0,000E+0
580,146	39,200	40,900	8,010E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,604E-1	3,558E-1	0,000E+0
581,145	39,000	41,100	8,010E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,597E-1	3,569E-1	0,000E+0
582,146	38,900	40,800	7,970E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,578E-1	3,537E-1	0,000E+0
583,146	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,597E-1	3,552E-1	0,000E+0
584,146	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,597E-1	3,552E-1	0,000E+0
585,146	39,000	40,900	7,990E+1	0,000E+0	1,772E+2	1,771E+2	0,000E+0	3,583E-1	3,557E-1	0,000E+0
586,147	39,200	40,900	8,010E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,608E-1	3,560E-1	0,000E+0
587,148	39,100	40,800	7,990E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,590E-1	3,551E-1	0,000E+0
588,147	39,100	40,800	7,990E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,602E-1	3,556E-1	0,000E+0
589,149	39,100	40,800	7,990E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,602E-1	3,556E-1	0,000E+0
590,148	39,100	40,800	7,990E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,602E-1	3,556E-1	0,000E+0
591,148	39,100	40,800	7,990E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,602E-1	3,556E-1	0,000E+0
592,148	39,200	41,000	8,020E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,602E-1	3,570E-1	0,000E+0
593,149	39,200	41,000	8,020E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,602E-1	3,570E-1	0,000E+0
594,150	39,200	41,000	8,020E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,602E-1	3,570E-1	0,000E+0
595,150	39,200	41,000	8,020E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,602E-1	3,570E-1	0,000E+0
596,150	38,800	41,000	7,980E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,597E-1	3,564E-1	0,000E+0
597,150	38,800	41,000	7,980E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,597E-1	3,564E-1	0,000E+0
598,150	39,000	40,700	7,970E+1	0,000E+0	1,774E+2	1,770E+2	0,000E+0	3,586E-1	3,541E-1	0,000E+0
599,150	39,000	40,700	7,970E+1	0,000E+0	1,774E+2	1,770E+2	0,000E+0	3,586E-1	3,541E-1	0,000E+0
600,152	39,000	41,000	8,000E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,596E-1	3,565E-1	0,000E+0
601,152	39,000	41,100	8,010E+1	0,000E+0	1,770E+2	1,774E+2	0,000E+0	3,591E-1	3,572E-1	0,000E+0
602,154	39,100	40,900	8,000E+1	0,000E+0	1,775E+2	1,771E+2	0,000E+0	3,596E-1	3,555E-1	0,000E+0
603,153	39,100	41,000	8,010E+1	0,000E+0	1,772E+2	1,773E+2	0,000E+0	3,600E-1	3,566E-1	0,000E+0
604,153	38,800	40,800	7,960E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,575E-1	3,547E-1	0,000E+0
605,154	39,000	40,900	7,990E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,595E-1	3,551E-1	0,000E+0
606,153	39,000	40,900	7,990E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,595E-1	3,551E-1	0,000E+0
607,154	39,000	41,100	8,010E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,595E-1	3,573E-1	0,000E+0
608,153	39,100	40,800	7,990E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,599E-1	3,557E-1	0,000E+0
609,153	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,597E-1	3,555E-1	0,000E+0
610,153	39,100	41,000	8,010E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,602E-1	3,568E-1	0,000E+0
611,153	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,602E-1	3,558E-1	0,000E+0
612,154	39,200	41,200	8,040E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,601E-1	3,567E-1	0,000E+0
613,153	39,000	40,900	7,990E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,589E-1	3,563E-1	0,000E+0
614,154	39,000	40,900	7,990E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,589E-1	3,563E-1	0,000E+0
615,154	39,000	40,900	7,990E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,589E-1	3,563E-1	0,000E+0
616,154	39,000	40,900	7,990E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,589E-1	3,563E-1	0,000E+0
617,154	39,000	40,900	7,990E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,589E-1	3,563E-1	0,000E+0
618,154	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,598E-1	3,556E-1	0,000E+0
619,155	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,598E-1	3,556E-1	0,000E+0
620,154	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,598E-1	3,556E-1	0,000E+0
621,154	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,598E-1	3,556E-1	0,000E+0
622,155	39,000	40,700	7,970E+1	0,000E+0	1,775E+2	1,771E+2	0,000E+0	3,591E-1	3,548E-1	0,000E+0
623,155	38,900	40,800	7,970E+1	0,000E+0	1,773E+2	1,774E+2	0,000E+0	3,578E-1	3,541E-1	0,000E+0
624,156	38,900	40,800	7,970E+1	0,000E+0	1,773E+2	1,774E+2	0,000E+0	3,578E-1	3,541E-1	0,000E+0
625,156	38,900	40,800	7,970E+1	0,000E+0	1,774E+2	1,774E+2	0,000E+0	3,585E-1	3,546E-1	0,000E+0
626,157	39,200	41,200	8,040E+1	0,000E+0	1,774E+2	1,775E+2	0,000E+0	3,615E-1	3,579E-1	0,000E+0
627,156	39,000	40,500	7,950E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,590E-1	3,539E-1	0,000E+0
628,157	39,000	40,900	7,990E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,592E-1	3,561E-1	0,000E+0
629,157	39,200	40,900	8,010E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,600E-1	3,563E-1	0,000E+0
630,157	39,000	41,000	8,000E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,593E-1	3,568E-1	0,000E+0
631,159	39,200	40,900	8,010E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,607E-1	3,563E-1	0,000E+0
632,159	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,620E-1	3,573E-1	0,000E+0
633,160	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,620E-1	3,573E-1	0,000E+0
634,159	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,620E-1	3,573E-1	0,000E+0
635,159	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,620E-1	3,573E-1	0,000E+0
636,160	39,200	41,100	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,620E-1	3,573E-1	0,000E+0
637,160	39,100	40,900	8,000E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,593E-1	3,556E-1	0,000E+0
638,161	39,100	40,900	8,000E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,593E-1	3,556E-1	0,000E+0
639,160	39,100	40,900	8,000E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,593E-1	3,556E-1	0,000E+0
640,161	39,000	41,000	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,598E-1	3,563E-1	0,000E+0
641,161	39,000	41,000	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,598E-1	3,563E-1	0,000E+0
642,162	39,000	41,000	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,598E-1	3,563E-1	0,000E+0
643,162	39,000	41,000	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,598E-1	3,563E-1	0,000E+0
644,162	39,000	40,800	7,980E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,590E-1	3,548E-1	0,000E+0
645,164	39,200	41,000	8,020E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,600E-1	3,561E-1	0,000E+0
646,163	39,200	40,900	8,010E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,606E-1	3,559E-1	0,000E+0
647,164	39,000	40,800	7,980E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,595E-1	3,556E-1	0,000E+0
648,164	39,000	40,800	7,980E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,595E-1	3,556E-1	0,000E+0
649,164	38,900	40,800	7,970E+1	0,000E+0	1,773E+2	1,772E+2	0,000E+0	3,590E-1	3,559E-1	0,000E+0
650,164	39,000	40,800	7,980E+1	0,000E+0	1,773E+2	1,772E+2	0,000E+0	3,584E-1	3,552E-1	0,000E+0
651,164	39,000	40,900	7,990E+1	0,000E+0	1,773E+2	1,774E+2	0,000E+0	3,596E-1	3,555E-1	0,000E+0
652,165	39,300	41,100	8,040E+1	0,000E+0	1,776E+2	1,771E+2	0,000E+0	3,610E-1	3,573E-1	0,000E+0
653,164	39,300	41,100	8,040E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,613E-1	3,574E-1	0,000E+0
654,164	39,200	41,200	8,040E+1	0,000E+0	1,776E+2	1,772E+2	0,000E+0	3,609E-1	3,579E-1	0,000E+0
655,164	39,100	41,100	8,020E+1	0,000E+0	1,773E+2	1,772E+2	0,000E+0	3,605E-1	3,572E-1	0,000E+0
656,165	39,100	41,200	8,030E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,595E-1	3,574E-1	0,000E+0
657,165	39,100	41,100	8,020E+1	0,000E+0	1,773E+2	1,774E+2	0,000E+0	3,603E-1	3,570E-1	0,000E+0
658,166	38,900	40,800	7,970E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,593E-1	3,556E-1	0,000E+0
659,167	38,900	40,800	7,970E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,593E-1	3,556E-1	0,000E+0
660,166	39,200	41,000	8,020E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,607E-1	3,563E-1	0,000E+0
661,166	39,000	40,700	7,970E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,590E-1	3,551E-1	0,000E+0
662,167	39,000	40,800	7,980E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,594E-1	3,551E-1	0,000E+0
663,167	39,000	40,800	7,980E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,590E-1	3,551E-1	0,000E+0
664,168	38,900	40,700	7,960E+1	0,000E+0	1,772E+2	1,769E+2	0,000E+0	3,586E-1	3,545E-1	0,000E+0
665,167	38,900	40,900	7,980E+1	0,000E+0	1,771E+2	1,772E+2	0,000E+0	3,587E-1	3,559E-1	0,000E+0
666,168	39,100	41,000	8,010E+1	0,000E+0	1,775E+2	1,772E+2	0,000E+0	3,602E-1	3,566E-1	0,000E+0
667,167	39,000	41,000	8,000E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,590E-1	3,561E-1	0,000E+0
668,167	39,100	40,900	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,599E-1	3,563E-1	0,000E+0
669,167	39,100	40,900	8,000E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,599E-1	3,563E-1	0,000E+0
670,167	39,100	40,800	7,990E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,605E-1	3,555E-1	0,000E+0
671,168	38,800	40,700	7,950E+1	0,000E+0	1,772E+2	1,773E+2	0,000E+0	3,579E-1	3,549E-1	0,000E+0
672,168	39,100	41,000	8,010E+1	0,000E+0	1,775E+2	1,773E+2	0,000E+0	3,590E-1	3,563E-1	0,000E+0
673,169	39,000	41,200	8,020E+1	0,000E+0	1,773E+2	1,774E+2	0,000E+0	3,595E-1	3,575E-1	0,000E+0
674,169	38,900	40,700	7,960E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,583E-1	3,546E-1	0,000E+0
675,169	39,100	41,200	8,030E+1	0,000E+0	1,772E+2	1,773E+2	0,000E+0	3,610E-1	3,576E-1	0,000E+0
676,169	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,604E-1	3,561E-1	0,000E+0
677,169	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,604E-1	3,561E-1	0,000E+0
678,170	39,100	41,000	8,010E+1	0,000E+0	1,773E+2	1,769E+2	0,000E+0	3,609E-1	3,568E-1	0,000E+0
679,170	39,100	40,900	8,000E+1	0,000E+0	1,772E+2	1,771E+2	0,000E+0	3,594E-1	3,558E-1	0,000E+0
680,172	39,100	40,900	8,000E+1	0,000E+0	1,772E+2	1,771E+2	0,000E+0	3,594E-1	3,558E-1	0,000E+0
681,172	39,100	40,800	7,990E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,603E-1	3,555E-1	0,000E+0
682,172	39,400	40,900	8,030E+1	0,000E+0	1,775E+2	1,769E+2	0,000E+0	3,618E-1	3,556E-1	0,000E+0
683,172	39,100	40,800	7,990E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,601E-1	3,555E-1	0,000E+0
684,172	39,000	41,000	8,000E+1	0,000E+0	1,771E+2	1,770E+2	0,000E+0	3,592E-1	3,569E-1	0,000E+0
685,172	39,100	40,700	7,980E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,601E-1	3,547E-1	0,000E+0
686,173	39,100	40,700	7,980E+1	0,000E+0	1,771E+2	1,768E+2	0,000E+0	3,595E-1	3,549E-1	0,000E+0
687,174	38,900	40,700	7,960E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,580E-1	3,544E-1	0,000E+0
688,173	38,900	40,700	7,960E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,580E-1	3,544E-1	0,000E+0
689,173	38,900	40,700	7,960E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,580E-1	3,544E-1	0,000E+0
690,173	38,900	40,700	7,960E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,580E-1	3,544E-1	0,000E+0
691,173	39,000	41,200	8,020E+1	0,000E+0	1,772E+2	1,773E+2	0,000E+0	3,610E-1	3,578E-1	0,000E+0
692,173	39,000	41,200	8,020E+1	0,000E+0	1,772E+2	1,773E+2	0,000E+0	3,610E-1	3,578E-1	0,000E+0
693,173	39,200	40,900	8,010E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,607E-1	3,561E-1	0,000E+0
694,175	39,200	40,900	8,010E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,607E-1	3,561E-1	0,000E+0
695,174	39,200	40,900	8,010E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,607E-1	3,561E-1	0,000E+0
696,174	39,000	40,700	7,970E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,586E-1	3,547E-1	0,000E+0
697,174	39,000	40,700	7,970E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,586E-1	3,547E-1	0,000E+0
698,174	39,200	41,100	8,030E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,614E-1	3,577E-1	0,000E+0
699,174	39,200	41,100	8,030E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,614E-1	3,577E-1	0,000E+0
700,174	39,400	41,400	8,080E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,632E-1	3,593E-1	0,000E+0
701,174	39,400	41,400	8,080E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,632E-1	3,593E-1	0,000E+0
702,175	39,100	41,100	8,020E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,602E-1	3,575E-1	0,000E+0
703,175	38,800	40,900	7,970E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,577E-1	3,551E-1	0,000E+0
704,176	39,000	41,000	8,000E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,595E-1	3,566E-1	0,000E+0
705,176	38,900	40,600	7,950E+1	0,000E+0	1,772E+2	1,773E+2	0,000E+0	3,583E-1	3,539E-1	0,000E+0
706,176	39,100	40,700	7,980E+1	0,000E+0	1,773E+2	1,769E+2	0,000E+0	3,597E-1	3,551E-1	0,000E+0
707,177	39,000	40,700	7,970E+1	0,000E+0	1,772E+2	1,772E+2	0,000E+0	3,584E-1	3,548E-1	0,000E+0
708,177	39,100	41,100	8,020E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,605E-1	3,577E-1	0,000E+0
709,178	38,900	41,000	7,990E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,585E-1	3,562E-1	0,000E+0
710,178	39,000	40,800	7,980E+1	0,000E+0	1,773E+2	1,771E+2	0,000E+0	3,594E-1	3,544E-1	0,000E+0
711,178	39,100	40,900	8,000E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,600E-1	3,564E-1	0,000E+0
712,178	39,100	41,200	8,030E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,604E-1	3,576E-1	0,000E+0
713,178	39,100	41,200	8,030E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,604E-1	3,576E-1	0,000E+0
714,179	39,000	41,200	8,020E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,597E-1	3,576E-1	0,000E+0
715,178	38,900	40,700	7,960E+1	0,000E+0	1,773E+2	1,769E+2	0,000E+0	3,582E-1	3,553E-1	0,000E+0
716,179	38,900	40,700	7,960E+1	0,000E+0	1,773E+2	1,769E+2	0,000E+0	3,582E-1	3,553E-1	0,000E+0
717,178	39,000	40,900	7,990E+1	0,000E+0	1,772E+2	1,770E+2	0,000E+0	3,598E-1	3,563E-1	0,000E+0
718,178	39,100	41,000	8,010E+1	0,000E+0	1,774E+2	1,770E+2	0,000E+0	3,597E-1	3,559E-1	0,000E+0
719,179	39,000	40,900	7,990E+1	0,000E+0	1,771E+2	1,772E+2	0,000E+0	3,598E-1	3,556E-1	0,000E+0
720,179	39,200	41,100	8,030E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,605E-1	3,574E-1	0,000E+0
721,180	39,300	40,900	8,020E+1	0,000E+0	1,773E+2	1,772E+2	0,000E+0	3,612E-1	3,563E-1	0,000E+0
722,179	39,000	40,600	7,960E+1	0,000E+0	1,774E+2	1,769E+2	0,000E+0	3,590E-1	3,538E-1	0,000E+0
723,179	39,200	40,900	8,010E+1	0,000E+0	1,776E+2	1,775E+2	0,000E+0	3,604E-1	3,558E-1	0,000E+0
724,179	39,100	41,200	8,030E+1	0,000E+0	1,777E+2	1,775E+2	0,000E+0	3,612E-1	3,577E-1	0,000E+0
725,180	39,100	40,600	7,970E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,596E-1	3,536E-1	0,000E+0
726,181	39,100	40,600	7,970E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,596E-1	3,536E-1	0,000E+0
727,181	39,200	40,900	8,010E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,608E-1	3,571E-1	0,000E+0
728,182	39,300	40,900	8,020E+1	0,000E+0	1,776E+2	1,769E+2	0,000E+0	3,620E-1	3,564E-1	0,000E+0
729,182	38,900	40,900	7,980E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,591E-1	3,556E-1	0,000E+0
730,182	39,100	40,700	7,980E+1	0,000E+0	1,774E+2	1,771E+2	0,000E+0	3,602E-1	3,553E-1	0,000E+0
731,182	39,100	41,200	8,030E+1	0,000E+0	1,773E+2	1,773E+2	0,000E+0	3,603E-1	3,583E-1	0,000E+0
732,183	39,300	41,000	8,030E+1	0,000E+0	1,776E+2	1,770E+2	0,000E+0	3,616E-1	3,572E-1	0,000E+0
